Ежемесячный платеж	Срок кредитной истории (лет)	Срок с последнего нарушения кредитного договора (мес,)	Количество кредитных карт	Текущий баланс кредитов	Максимальный выданный кредит	Число нарушений кредитных договоров	Кредитный рейтинг	Годовой доход	Размер кредита			Ежемесячный платеж	Срок кредитной истории (лет)	Срок с последнего нарушения кредитного договора (мес,)	Количество кредитных карт	Текущий баланс кредитов	Максимальный выданный кредит	Число нарушений кредитных договоров	Кредитный рейтинг	Годовой доход	Размер кредита
8051,63	17,8	6	12	229007,00	433290,00	0	744	1 734 624	294580												
16066,02	40,3		24	536199,00	4166844,00	0	747	1 025 487													
24808,49	20,1	12	12	443840,00	1072918,00	0			526196												
10894,41	10,6	27	11	77539,00	302302,00	0	731	751 336	39138												
15457,07	11		15	179208,00	256190,00	0	712	1 261 809	516978												
8535,75	8		20	129637,00	498696,00	0			178882												
26012,90	17		12	246525,00	406032,00	0			327404												
13879,88	13,1	11	3	304,00	32780,00	1			90112												
6643,54	9,2		10	170069,00	449570,00	2	720	925 946	449724												
11924,21	28,4	26	12	189696,00	625812,00	0	734	1 244 272	260436												
13076,56	19		11	180329,00	258742,00	1			260810												
14338,54	13,9		7	256025,00	726594,00	0	712	1 154 801	539176												
25198,94	26,9		10	876147,00	1147586,00	0			756844												
19980,02	21,9	49	13	380665,00	1075052,00	0	737	1 712 565	264396												
12417,45	21,7		10	212306,00	836154,00	0	744	584 345	242264												
43371,68	16,1	72	22	353362,00	611578,00	0	706	1 920 520	444752												
23133,83	48,7	20	16	300295,00	452716,00	0	740	1 051 536	251196												
13052,24	12,8	64	13	240863,00	639650,00	0	700	678 034	224312												
18706,64	16,2	49	9	64676,00	135432,00	0	615	905 160	222728												
20287,44	23,4	49	12	255018,00	853402,00	0			266882												
10570,65	32,5	20	6	93252,00	151008,00	1	737	1 634 627	450648												
13520,59	15		8	232142,00	732424,00	0			500302												
18487,38	11,1		5	263093,00	333652,00	0	711	928 226	407528												
2876,22	8,8	46	10	56943,00	215468,00	0	697	845 937	152372												
27960,21	30		16	792623,00	1456752,00	0	717	1 352 914	704946												
2876,22	8,8	46	10	56943,00	215468,00	0	697	845 937	152372												
32910,85	15,6		13	1060846,00	1305370,00	0			630234												
6872,68	10,2		4	19912,00	133210,00	0	695	679 896	87472												
18759,08	23,3		11	119757,00	360184,00	0			178046												
6654,75	19,4	10	7	125039,00	275748,00	1			155738												
11263,01	17	39	13	242098,00	308396,00	0	703	665 798	234036												
40611,36	22,9		21	1238287,00	1740046,00	0	615	1 282 462													
10902,58	22,6		9	77159,00	192544,00	1	719	573 819	223146												
6810,17	26	74	7	300884,00	361768,00	0	695	1 309 651	649902												
33188,63	15	10	25	485982,00	970200,00	0	722	1 448 237	214632												
39443,43	35,6	69	23	761254,00	1620344,00	0	710	1 733 788													
15330,53	19,7	8	9	184281,00	254936,00	0			207636												
8046,88	21,8	35	10	315932,00	923758,00	0	693	1 885 959													
17111,40	28,9	4	11	174781,00	535414,00	0	741	2 528 767	396286												
17324,20	19,5		13	223725,00	460130,00	0	727	899 954	268664												
21511,42	13,8		9	286748,00	378598,00	1	742	1 168 044	405746												
7587,08	16,5		7	85975,00	143440,00	1	747	2 408 554	188166												
3157,80	13,7		3	58862,00	91850,00	0	711	1 509 721	358578												
12894,35	8,7		8	49286,00	72050,00	0	718	777 556	94534												
22574,85	12,6		12	434910,00	1243396,00	0	733	2 083 825	767624												
17929,35	18,4		11	389101,00	843678,00	0	744	1 763 561	403964												
23242,70	38	75	16	534033,00	942612,00	0	724	1 834 944	531168												
11932,95	26,3		14	335027,00	1251360,00	1	735	804 460	390896												
11439,33	16,8	49	7	72371,00	130306,00	1	736	927 523	134794												
9007,90	13,7		10	159714,00	469348,00	3	741	1 157 328													
18308,78	21,5	10	19	286596,00	707586,00	0	723	1 356 201	134596												
12270,77	18,8		6	167238,00	338536,00	0	723	694 564	311850												
15229,64	14	37	10	439812,00	816134,00	0	722	1 450 441													
27015,53	28,5		8	473708,00	746240,00	0	746	926 250	429000												
11992,61	22	27	13	139479,00	192940,00	0	720	1 308 283	215446												
12857,68	19		10	254391,00	435072,00	0	724	768 398	375650												
86334,48	31,2		13	1376474,00	1728650,00	0	656	6 906 766	762696												
19439,85	20,5		10	673512,00	1687994,00	0			267872												
35993,22	26,4	48	17	622554,00	1115862,00	0	653	2 004 253	781022												
1144,56	13,9		1	94202,00	173976,00	0	700	410 020													
25920,56	14	15	8	97052,00	197164,00	1			216832												
18527,66	12,8	45	17	631788,00	1213190,00	0	707	1 208 324													
16395,10	8,4		9	120612,00	160512,00	0	717	531 734	131934												
21511,99	25,6	27	10	163153,00	227612,00	0	738	2 081 792													
14754,07	15,5	55	5	231553,00	376552,00	0	745	665 608													
44086,65	27	40	18	106001,00	1157904,00	0	733	4 521 715	556996												
11009,55	14,3	7	7	87438,00	188540,00	0	716	1 091 854	158026												
32008,73	29,2		8	1515592,00	2321308,00	0			773388												
16891,57	22,8	29	7	41230,00	191686,00	1	734	1 018 590	130746												
3811,97	11,7		7	171779,00	264506,00	0	703	566 124	208670												
35583,77	19,5		22	50825,00	159060,00	1	717	2 247 396	298166												
48050,62	12,2	20	10	60325,00	403722,00	0	689	1 638 104	267784												
21470	16		21	597360,00	2034340,00	1	723	1 392 662	430012												
19808,26	22,5	24	8	419748,00	514866,00	0	666	910 727	44022												
7396,32	16,4		6	1254,00	145244,00	0	693	1 166 296	140888												
17698,31	14,8		12	71041,00	301290,00	1	664	1 685 547	260216												
7204,99	10,7	61	6	69331,00	395472,00	0	739	1 084 805	151602												
19115,14	15,9		8	120460,00	255464,00	0			311608												
23619,47	12,8	25	30	108908,00	298100,00	0	737	1 324 452													
10915,50	21,3		6	93043,00	139018,00	0	705	571 995	220770												
9330,71	25,5		7	99294,00	283888,00	1	717	1 027 235	176220												
6149,16	9,2	60	7	38437,00	202268,00	0	700	730 588													
15955,25	14,5		11	231610,00	360448,00	0			130988												
22976,13	18,3		13	187777,00	396044,00	1	723	898 092													
17019,63	10	34	17	121448,00	404096,00	0	742	954 370	324346												
8468,87	35,9	20	12	220001,00	434698,00	3	729	594 301													
14687,19	18,8	37	11	138491,00	1252878,00	0	751	2 517 804	259138												
11770,12	8,2	34	11	129656,00	231308,00	0	711	653 904	32450												
49576,13	19,4		14	974415,00	1399838,00	1	727	3 562 348	455906												
34305,83	12,5	60	11	30932,00	99770,00	1	727	2 299 836													
40041,17	21	18	9	681587,00	896852,00	0	744	2 234 856	388168												
32850,24	14,5	38	12	444315,00	1309066,00	0	743	2 278 632													
8724,61	9,9		9	134862,00	281358,00	0	732	463 258	261492												
11293,22	11,4		4	82270,00	118030,00	0	747	1 168 272	171776												
21353,15	19	69	8	265905,00	332156,00	0	730	1 400 205	648516												
7703,74	19,4		7	114247,00	399652,00	0	745	540 607	214962												
17557,14	14,7	25	10	160569,00	321112,00	0	738	1 473 317	448932												
17232,43	16,5		7	333735,00	1146706,00	0			764918												
14688,71	26,5		6	3173,00	244750,00	0	748	902 538													
29985,80	29		9	485697,00	962984,00	0	741	2 705 486	447524												
30587,72	16,8		13	491359,00	1338656,00	0	733	1 523 040	484968												
25675,84	26,5		9	684893,00	858242,00	0	745	1 270 036	129756												
5390,11	14	21	11	117952,00	378334,00	1	740	860 130	221320												
13618,82	8,3		7	16302,00	132990,00	0	747	785 707	66572												
19869,63	24,3		11	710334,00	1815682,00	0	749	2 207 743	462792												
19798,95	25,7		11	81396,00	1847802,00	0			222574												
21714,15	20,1	3	11	572356,00	864028,00	0			752004												
12205,60	33,5	12	9	344584,00	701206,00	0	680	877 059	445632												
24455,66	15,4	29	8	100814,00	130284,00	0	723	1 067 154	219054												
15253,01	11,2		6	195149,00	269984,00	0	735	799 292													
40342,32	22,4	25	16	159030,00	814770,00	0	743	1 527 144	132616												
22060,52	14,1		11	268926,00	331254,00	0	613	1 156 511	590986												
6874,01	14,1	65	14	177688,00	340054,00	0	712	371 564	96800												
8346,32	21,7	81	10	75962,00	240988,00	0	747	490 713	43054												
12106,23	21,4	39	4	121657,00	145068,00	0	745	1 542 192	321420												
18904,81	15,8	4	14	50996,00	260128,00	1			88374												
33396,30	16,3		43	719283,00	1091552,00	0	698	1 467 978	483098												
4844,24	13,3		7	190456,00	371250,00	0			244398												
97671,02	19,7	33	22	676951,00	917840,00	0			423676												
30471,44	14,3		11	1046672,00	1702162,00	0	747	4 995 328													
11380,24	18,1	66	9	289199,00	350636,00	1			215138												
69227,64	33,4		12	246658,00	531828,00	0			782408												
11211,14	21,6		4	197239,00	302478,00	0	732	885 096	257554												
6654,56	15,3		9	278103,00	615692,00	0	747	812 364	268752												
20058,30	19,8		8	40603,00	528198,00	0	745	2 314 428	147400												
12417,64	13,6	52	5	82023,00	412984,00	1			263428												
1367,24	9		7	57494,00	443806,00	0			444400												
18571,17	11,1		12	167276,00	430408,00	0	740	2 489 988	387288												
33470,40	29,5	35	7	482771,00	746306,00	0			682858												
5958,21	14,1		4	88122,00	123398,00	1	731	784 833	234762												
16912,47	31,3		12	239058,00	423896,00	0			107844												
21872,04	13,1	11	13	209551,00	441144,00	0			259754												
14473,44	17,2		7	40280,00	249370,00	0	703	1 277 066	264836												
20799,68	31		4	233472,00	299046,00	0	724	1 965 322	223102												
12078,87	20,9		7	46721,00	314556,00	2	668	7 669 160	748154												
20657,56	18,6		12	313595,00	459052,00	1	723	1 032 878	434896												
31440,25	19,1	45	10	258400,00	406538,00	0	720	1 840 397	156552												
6797,06	11,9		11	207347,00	301246,00	0	713	440 895	132000												
34679,18	19		7	760399,00	928774,00	0	721	1 507 783	358116												
16325,94	30,5	7	22	107616,00	2009788,00	1			224598												
7883,48	13,4	53	6	216068,00	674366,00	0	730	672 372	108130												
28306,96	30,8		20	157434,00	197494,00	0	688	1 041 979	526460												
16460,08	18,1	13	7	88084,00	352946,00	0	709	1 067 686	608014												
15429,90	17,3	34	19	338485,00	928730,00	0			435864												
11100,18	20	7	17	364192,00	2652232,00	0			436524												
33331,13	15,5		18	657913,00	1429230,00	0	618	2 298 696	288354												
4156,06	15,6		4	82517,00	203302,00	1	691	781 736	132462												
7781,83	18,2	53	19	152969,00	487938,00	0	747	805 030													
21429,53	27,7		8	40945,00	49390,00	1	716	2 197 901													
22688,28	19,6	41	12	194389,00	389400,00	0	740	1 134 414	306482												
12994,86	32,2		9	202559,00	264110,00	0			246620												
5742,18	16,2	70	11	164958,00	427306,00	0	726	1 359 108	327866												
12696,18	14,5	20	13	76760,00	305426,00	0	739	1 029 439													
26718,18	20,9		15	264461,00	407176,00	0	719	1 090 543													
27601,49	17		16	364933,00	523600,00	0	729	1 478 637	110044												
9165,79	15,3		7	154299,00	271920,00	1	748	758 556													
36467,65	21,9		25	295317,00	697818,00	0	740	1 488 479	131560												
71285,72	16	3	12	475133,00	883058,00	0	739	4 674 475	757768												
4875,59	14,5		6	188423,00	571142,00	0	744	1 629 744	109714												
28916,29	22,5		9	320131,00	685168,00	0	722	1 160 520	111980												
7943,52	9,5		11	261991,00	369512,00	0			248402												
40685,84	20,1		15	752590,00	1158784,00	0	736	2 838 543	774246												
9727,62	21,3		6	109972,00	436084,00	0			130152												
12326,06	17,9	14	13	385890,00	1008612,00	0	730	687 971	337436												
6551,20	9,5		6	204858,00	422092,00	0	740	837 235	351714												
5075,28	23,4	69	6	175864,00	245344,00	0	738	1 526 384	110462												
10066,58	38,3	70	17	234346,00	673332,00	0	749	922 127	266926												
7996,72	13,8	24	11	157472,00	224554,00	0			48884												
44746,33	17,6	8	13	380779,00	567446,00	0	664	1 637 059	560956												
23141,24	14	1	11	65626,00	926706,00	0	700	1 489 771													
15959,05	12,5	15	9	166573,00	484594,00	0	721	1 119 936	337150												
26566,56	32,4	25	18	130568,00	1511884,00	0			225082												
21546,38	16,5		12	673512,00	1830642,00	0			447172												
25275,51	18,5	12	8	541386,00	698060,00	0	706	1 872 260	156090												
10847,48	14,7		6	12901,00	164186,00	0	748	670 985	172040												
11787,98	31		4	51338,00	540320,00	0	739	2 009 326	150788												
24796,71	19,7		8	113487,00	238898,00	0			225192												
10241,19	29,9		9	297540,00	648824,00	0			214698												
12962,94	14,8	18	10	232940,00	451770,00	0	738	707 085	263318												
19631,18	14,5		12	270104,00	415316,00	1			177584												
3389,41	29,2		12	169404,00	797390,00	1	723	954 750	552750												
33427,08	15,3		13	443954,00	580844,00	0	727	1 857 060													
10199,01	17,4	54	6	129884,00	674454,00	0	695	1 467 484	762454												
9163,51	14,8	21	15	440838,00	743006,00	0	636	2 344 600	304062												
24306,70	22		16	542735,00	1114234,00	0	731	1 013 479	230362												
17005,19	15		11	111226,00	163856,00	0			280588												
7444,20	10,7		15	106799,00	464882,00	0	743	692 474	87428												
17517,62	11,4		9	351177,00	1213828,00	0			397430												
49482,08	24	38	15	688655,00	887986,00	0	741	2 183 043	153868												
13009,49	18,4		8	411464,00	622776,00	0	733	1 381 528													
12493,07	15,5	53	11	129808,00	356158,00	0	746	1 375 391	132704												
19936,70	25,6		17	293778,00	499532,00	0	702	836 494	316998												
3782,52	22,1		13	72238,00	344256,00	1			387904												
17479,62	18,6	22	15	95456,00	504702,00	0	731	749 132	121440												
12274,95	20,1		4	140885,00	290246,00	2	705	1 292 095	178640												
18022,26	21,1	31	9	146965,00	348700,00	0	707	1 318 695	671836												
16719,24	18,5		13	424498,00	785202,00	0	678	1 412 897	588962												
9890,26	12,1		5	182115,00	234036,00	0	703	785 973	175010												
11760,62	33,5	49	9	206853,00	318076,00	0	674	1 383 599	429440												
26623,94	26,7		13	3276284,00	145907344,00	0	725	3 355 970	777084												
10637,34	10,1		7	23294,00	85382,00	0	744	1 514 224	109582												
20938,76	31,3	49	17	310802,00	624800,00	0	731	1 213 853	483604												
9317,22	11,4		6	379601,00	646404,00	0	741	669 503	341308												
12521,76	19,8		9	120118,00	221122,00	1	747	637 241	152416												
38292,79	29,8	49	13	429115,00	661628,00	0	713	3 676 101	327426												
16590,23	9,4		8	237272,00	282656,00	0			78298												
9942,32	20,2		5	70794,00	160710,00	1	711	674 044	77000												
14310,99	27,5		16	478857,00	2291212,00	0	743	1 253 525	535920												
2970,46	20,7	52	13	97717,00	241758,00	2			266068												
29451,14	27,8		10	579443,00	680460,00	0	594	2 009 174	553916												
16029,54	20	15	17	68989,00	275462,00	0	721	3 602 153	349932												
9691,33	7,7		5	102315,00	180048,00	0	728	437 209	134992												
34806,10	8,6		9	484937,00	754710,00	0	726	2 643 508	765226												
52667,62	13,5	50	17	363318,00	585926,00	0	687	2 548 432	122870												
9087,51	16	64	11	251522,00	469722,00	0	717	576 992	218702												
41541,98	25	38	9	311201,00	655160,00	1	734	2 178 787													
15833,08	14,5		12	35549,00	46068,00	0			131538												
12937,86	22,1		9	219678,00	325270,00	0			655314												
2534,98	18	80	4	14383,00	333058,00	1	748	529 967	77814												
4314,33	10,3		7	136724,00	286264,00	0			177628												
8966,67	11,3	42	8	104405,00	366322,00	0	703	935 655	262174												
16762,37	15,8	79	15	203946,00	480964,00	0	726	622 744													
20424,81	20,5		6	142766,00	188716,00	0	747	911 487	148214												
27553,80	9,6	8	12	388987,00	1047486,00	0	745	1 620 814													
59565,57	25		18	548568,00	771782,00	0	688	3 842 940	778712												
14783,90	10,5	29	5	447564,00	720764,00	0	729	1 583 992	215776												
27729,74	25	46	15	228266,00	451044,00	0	681	1 769 983	755062												
16647,23	15,9		11	115273,00	364672,00	1	716	1 585 455	215974												
16028,40	13,5	38	7	350246,00	479930,00	0	704	1 172 813	328548												
25413,07	15,9	50	16	494836,00	966218,00	0	736	1 622 106	397738												
3932,81	11		7	164578,00	227678,00	0	700	686 945	347996												
14317,26	14,6	26	9	137750,00	537042,00	0	743	788 101													
17758,54	15,4		7	296286,00	536074,00	0	745	1 029 477	432520												
11593,42	12,8		15	42750,00	562474,00	0	724	1 380 179	776864												
13065,92	25,5		13	351728,00	419848,00	0	721	1 215 430	335082												
1991,96	10,2		5	80294,00	245982,00	0			86988												
29575,40	18,5		5	105564,00	165198,00	0	734	1 731 242	220286												
18146,33	9		9	168777,00	316228,00	0	748	1 022 333													
17811,36	19,8	74	8	234308,00	293920,00	0			329142												
15819,02	10,9	37	14	108091,00	372526,00	0	710	1 136 694	329054												
7078,45	16		9	331588,00	769428,00	0	656	433 371	231264												
22965,68	17,7	62	27	92720,00	528880,00	0	691	1 680 417													
19048,26	21,5	27	9	134615,00	251812,00	0	726	756 884	61358												
15784,44	13,7	24	10	172121,00	878020,00	0			218394												
12676,80	17		8	272688,00	363748,00	0	744	2 044 647													
30494,24	15,9		11	226366,00	463892,00	1	724	1 360 343													
18240,95	15,8	12	9	57608,00	66110,00	0	680	1 903 420	220396												
18949,84	6,6		10	132734,00	236456,00	0			129074												
5283,33	16,9	74	12	59356,00	369512,00	0	729	662 473													
4506,80	12		3	161405,00	202488,00	1	721	777 024													
19816,05	31,8	42	7	114399,00	129976,00	0	646	1 524 313	353782												
25070,69	14,7	23	18	154850,00	251130,00	0			195712												
2459,36	13,7		14	81472,00	720126,00	1	745	491 036													
19941,45	19,6		7	168587,00	485562,00	0	727	1 914 364													
5679,10	11,3	23	6	52364,00	79464,00	1			32230												
30189,48	22,1		7	762489,00	955504,00	0	713	1 269 808	356444												
5957,07	12,7		5	116204,00	190586,00	0	699	348 707	111034												
20942,56	13		18	294481,00	538670,00	0	743	985 530	389620												
61932,02	21,7	23	14	363641,00	487344,00	0	614	2 374 392	782320												
33542,60	16,8	26	13	303601,00	586850,00	0	713	1 788 945	523292												
10853,94	12,4		7	107274,00	239338,00	0			217624												
43985	20,7		16	446329,00	891022,00	1			322740												
36329,14	27,6		14	1385062,00	2187922,00	0	740	5 316 447	268620												
11738,39	17,1		19	229216,00	804254,00	0	736	494 247													
34189,74	19,4	20	13	324235,00	1191806,00	0	743	1 899 430	215622												
6499,52	20	37	26	237595,00	2116224,00	0	741	1 822 328	222112												
1704,87	14,9	50	3	33250,00	120340,00	0			65714												
23848,23	23,6	48	18	1964923,00	3321406,00	0			660924												
23430,99	17,5		15	129713,00	181830,00	0	700	1 597 577	429572												
39551,54	11,9	77	28	559056,00	1219086,00	0			484484												
19400,33	11	4	23	112765,00	419848,00	0			393382												
5264,14	16,8		6	213199,00	599192,00	0	749	1 623 892	318538												
37156,21	25,6	52	8	313633,00	465586,00	0	741	1 865 591	135014												
7904,76	21		9	281979,00	528330,00	0	727	1 629 858	333036												
8780,47	16,5		8	97983,00	144892,00	1	716	758 024	351076												
2942,72	37,1		4	294880,00	351648,00	0	729	523 925													
29400,60	17		7	23028,00	28666,00	1	669	1 828 009	209462												
16245	19		7	68818,00	105424,00	0	741	1 839 048													
12354,18	14,8		19	377739,00	1003178,00	0	728	956 460	221496												
3988,67	37,4		8	182020,00	470470,00	0			60368												
20890,88	10,8		13	246373,00	690734,00	0			329120												
9692,85	17,9	22	20	65436,00	190872,00	0	742	842 859	54230												
35197,12	24,2		20	271111,00	527582,00	0	686	1 299 581	64592												
10273,87	14,7		16	307420,00	908050,00	0	741	805 790	152592												
29680,28	16,6		8	254828,00	337634,00	0	709	1 648 896	322520												
7964,99	13,3		14	154508,00	586586,00	1	701	1 063 183	111914												
6880,66	14,5	74	5	229026,00	328218,00	0	721	655 310	237116												
956,46	8		4	18734,00	123904,00	0			68112												
19149,15	11,4	36	26	600153,00	769560,00	0	682	823 612	341550												
44610,48	22,8		14	548663,00	935660,00	0	706	1 784 423	671506												
6600,03	13,6	18	5	224143,00	286462,00	0	680	929 575	279862												
10777,37	19,4	14	19	134729,00	496826,00	0			116072												
26698,23	17,4	36	9	616968,00	948706,00	0	692	959 215	333212												
17271	31,7	9	10	175427,00	365332,00	0	709	1 817 996													
12604,98	22,5	55	5	245746,00	353034,00	0	720	575 130	208670												
11060,66	25,2	51	13	213712,00	899866,00	1	734	1 413 524	219692												
66194,67	34,2	24	28	368695,00	843678,00	0	742	5 972 460													
40593,88	25,5		10	876090,00	1172754,00	0	713	2 330 749	707872												
13489,24	16,7		7	128687,00	161260,00	0	697	1 964 429	77286												
56924,76	22,5	13	12	245575,00	653708,00	0			303380												
22684,10	15,4		10	349999,00	927366,00	0	746	968 715	246774												
12620,75	32,9		13	427652,00	868736,00	0	739	655 633	265694												
11153,95	14	81	11	196669,00	393976,00	1			265738												
4373,99	12,2		6	109459,00	278564,00	0	687	1 286 490	288420												
17259,03	19,3	25	8	282055,00	713064,00	0			787336												
14293,89	24,5	57	14	272916,00	673772,00	0	696	675 298	271700												
23913,02	23,4	22	11	499681,00	690448,00	0	737	2 913 270	449768												
33694,03	18,9	61	9	107141,00	275704,00	3	700	1 663 906													
28198,66	29,2	8	22	565782,00	843128,00	0	707	1 634 703	222684												
2120,40	6,8		3	80028,00	188320,00	0	739	378 632	196196												
11603,49	21		9	79572,00	662882,00	0	751	1 611 618	219538												
14482,56	21		12	232560,00	359524,00	0	713	808 317	297902												
30443,13	20,1	23	12	357523,00	810128,00	0			394548												
23772,80	22,6	11	11	53827,00	214918,00	0	733	891 480	322300												
20384,91	17,6		11	358720,00	553828,00	0			208604												
37649,07	32,6	27	19	452618,00	1000142,00	0	738	1 981 529													
2868,62	12,4		12	38589,00	312466,00	0	668	1 233 765	407132												
7767,20	22,2		4	48108,00	216766,00	0			82610												
19015,96	17,5	29	12	88616,00	190014,00	0	739	1 374 650	357588												
44505,03	21,2	9	13	72884,00	120384,00	0	712	1 633 202	128942												
17338,07	20,5		21	147972,00	176264,00	0	707	819 128	223168												
11435,91	27,9	69	6	181773,00	313654,00	0	727	1 095 217	214940												
22817,29	14,7		10	447317,00	824736,00	0			698742												
7113,03	19,4	24	10	103208,00	156838,00	0			174306												
36280,50	26,1	21	10	1194188,00	1632532,00	0			434016												
30908,44	17,6		15	492290,00	708994,00	0			393668												
15483,10	32,3		12	137332,00	255222,00	2	715	1 175 929	216128												
13112,28	16,6	36	7	171570,00	309914,00	1	720	1 404 879	246202												
10312,82	14,5		14	149568,00	548042,00	1	722	628 197	105798												
11203,54	8,9		10	126027,00	173316,00	0			66638												
15258,90	9,5		17	157529,00	413600,00	0	741	1 028 698													
25222,50	10,6	57	14	327484,00	820754,00	0	718	1 186 949	423214												
21790,34	23,9	31	14	161063,00	409882,00	0	723	1 281 778	188298												
4184,18	10,1		3	35701,00	86658,00	0	693	767 752	111122												
33090,21	21		10	498579,00	607046,00	0	741	1 306 193	259270												
25581,98	17,9	14	10	79952,00	183304,00	0	740	1 352 344	178948												
29257,91	18,6	10	7	160493,00	239162,00	1	704	2 721 674	217338												
8300,91	14,1		8	158213,00	380050,00	0	731	614 118	263362												
31749	18,2		13	817589,00	2674232,00	0	751	3 228 708	395846												
24942,44	8,4		9	76893,00	436414,00	0	719	5 701 140	560010												
6014,83	8		7	93005,00	192302,00	0	699	992 845	287408												
17820,10	15		27	448647,00	630454,00	0			623436												
19026,98	9,9		8	181678,00	385308,00	1			259820												
14210,86	18,8		21	9177,00	2125178,00	0	750	634 182	107998												
19568,48	7,6		8	144780,00	315722,00	0	717	1 168 272	450912												
5552,18	32,1	43	9	189449,00	753786,00	0			225808												
20251,15	5		5	134045,00	257818,00	0	723	655 025	182028												
22256,41	12,8		14	352564,00	459206,00	0			448184												
9843,33	21,9	53	11	111245,00	326942,00	0			219604												
105676,48	23,1	4	15	149720,00	912428,00	0	723	9 057 984													
12697,51	13,4	43	19	209741,00	527956,00	0	730	983 041	214764												
11364,85	19,1	15	12	393015,00	770000,00	0			320078												
13962,15	42,4		9	168511,00	1283700,00	0	749	664 867	175956												
28047,99	12		36	569962,00	1499916,00	0	719	1 152 654	400400												
19879,51	28,8	34	24	451934,00	1202960,00	0	692	1 217 102	628584												
28106,13	22		13	526034,00	1602854,00	0			626362												
29920,82	12,6	39	6	255987,00	432080,00	0	723	3 387 244	540364												
4665,83	23,1		6	128231,00	159830,00	0	712	583 224	162074												
6967,49	13,5		8	300846,00	556468,00	0	703	1 117 770	345136												
12336,89	5,8		9	233206,00	342232,00	0	686	576 042	266794												
28256,80	22,1		10	235885,00	537658,00	0	741	1 541 280	446160												
8836,90	16,9		13	127224,00	403612,00	1	743	1 685 889	347028												
19455,81	13,8		17	434302,00	557502,00	0			267454												
29528,66	22	78	12	356421,00	953106,00	0			220022												
9015,31	22,8		7	342665,00	549538,00	0	738	1 355 688	283426												
24095,61	23,5	70	7	286387,00	908490,00	0	724	1 752 408	270556												
24198,59	17,5	11	9	321024,00	477158,00	0	711	1 262 550	322476												
16986,19	22,6	9	12	233035,00	439472,00	0	691	1 315 066	441364												
35099,08	15,4		15	187929,00	465960,00	1	726	1 488 289													
13288,79	14,3		13	211831,00	1075800,00	0	748	1 361 787	247786												
5132,28	20,5	24	11	226537,00	495858,00	0	704	927 523	334070												
5130,38	24,2		13	76665,00	1431650,00	0	747	830 813	54824												
14815,63	21,9	25	17	489782,00	624580,00	0	704	1 139 658													
49236,60	16,5		14	673873,00	865040,00	0	713	2 710 274	403480												
1006,24	9,4	42	13	28139,00	221650,00	0	738	702 088	105468												
50339,93	26,3	54	18	533672,00	698258,00	0	612	2 279 544													
2813,71	21,2	52	10	76627,00	243078,00	0	732	1 395 227	137852												
10378,18	14,3		4	83942,00	126390,00	0	723	543 837	131274												
3389,22	21,9	69	6	92663,00	264286,00	0			182116												
31721,26	16,7	63	8	164008,00	199914,00	0	654	1 640 745	46156												
5925,34	5,5		5	33706,00	112486,00	0	725	582 825	67496												
8055,81	17,1		8	117838,00	339394,00	0	735	485 792	138380												
14965,92	19,8		6	178410,00	398816,00	7	740	1 340 222	172436												
36388,61	22	42	28	565820,00	1353638,00	0			788326												
35789,54	14,6		14	464987,00	749892,00	0	738	1 970 072	336732												
28173,96	28,5		9	521322,00	658988,00	0	735	1 211 782	107932												
13402,03	21,1	16	9	61788,00	123354,00	1	711	765 833	346060												
9163,51	10,8		8	117952,00	207570,00	0	735	1 223 144	217888												
4806,43	27,8	20	13	25536,00	151646,00	0	738	934 800													
8095,33	12,7		9	173812,00	322520,00	0	745	681 226													
16050,63	11	13	10	113373,00	314072,00	0	688	934 990	216524												
11681,39	13,3	20	15	237937,00	683672,00	0	719	940 785	261448												
8711,31	18,5		9	383667,00	789052,00	0	738	1 130 120	430804												
14034,16	11	18	7	110865,00	186604,00	0	741	1 439 402	163878												
16141,64	17,3	54	10	269667,00	374858,00	4	709	561 450	227546												
25160,75	22,2		15	354483,00	862290,00	0	652	1 374 897	560516												
27126,11	34,1		7	726484,00	1055450,00	0	719	2 393 487	470316												
5015,81	16,1		6	145825,00	182138,00	0	704	711 455	190784												
18251,02	27,7		10	273847,00	461560,00	1	725	829 597	395846												
19467,78	16,5		15	515394,00	1143230,00	0	673	981 578	450120												
29164,24	13,1		10	589988,00	898876,00	0	725	1 698 885													
51409,06	12,8	42	12	938923,00	1248192,00	0	722	2 909 945	399014												
10125,67	13,1	68	12	914812,00	2021470,00	0			116710												
17928,21	21		12	258305,00	441144,00	0	690	1 044 373	270402												
9088,46	17	50	9	332139,00	467280,00	0	735	948 366	129184												
2976,73	10,6		4	98534,00	131604,00	0	664	1 347 955	247500												
14893,91	24,6	47	8	234973,00	305382,00	0	702	1 385 480													
22404,42	9,7	7	10	311372,00	785466,00	0	669	875 748	396792												
11665,81	8,7		6	16910,00	89760,00	0	744	813 903	109582												
21072,71	34		11	612731,00	1204544,00	0	739	1 461 689													
12297,94	20	36	6	132924,00	249480,00	0			264924												
15062,63	13		18	351633,00	962522,00	0	735	762 660	391314												
24049,63	12,8		9	441009,00	622732,00	0	716	1 323 825	520454												
20897,72	31,4		13	138130,00	443058,00	1	733	1 885 522	330792												
26404,68	15		15	310118,00	712492,00	0	748	1 576 411													
25150,30	18,9		6	465785,00	887062,00	1	746	1 580 116													
17327,05	19,5		9	385757,00	685058,00	0	690	595 783	222530												
